AllyCode,Name,UnitId,BaseId,CombatType,Alignment,Stars,Level,GearLevel,Power,ZetaCount,ZetaLead,OmiCount,TWOmiCount,GACOmiCount,TBOmiCount,CQOmiCount,Ultimate,RelicLevel,Speed10,Speed15,Speed20,Speed25,ModCount,ModSixCount,PlusSpeed,PrimaryArrow,PrimaryCircle,PrimaryCross,PrimaryTriangle,Sets,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Health,Protection,Speed,CritDamage,Potency,Tenacity,HealthSteal,DefensePen,Damage,CritChance,ArmorPen,Accuracy,Armor,DodgeChance,CritAvoidance,SpecialDamage,SpecialCritChance,ResistancePen,SpecialAccuracy,Resistance,DeflectionChance,SpecialCritAvoidance
535917389,"Azrael","VgMfzN2uTo6v47tgrpqoBA","GENERALKENOBI","Character","Light",7,85,13,34804,1,0,0,0,0,0,0,False,9,3,1,0,0,6,6,46,56,56,18,56,"18+18+18",False,False,False,False,False,False,73969,157125,193,150.0,9.446,154.416,20.5,0.0,5731,60.1193333333333,89,0.0,68.0050188205772,2.0,0.0,5616,21.786,0,0.0,57.1428571428571,2.0,0.0
535917389,"Azrael","Hi22OgZZQriKquNeuNPfTQ","JAWASCAVENGER","Character","Light",7,85,13,21559,0,0,0,0,0,0,0,False,3,4,0,0,0,6,6,93,5,56,17,16,"57+17",False,False,False,False,False,False,46004,57435,232,192.0,100.049,45.383,25.0,0.0,4856,53.7256666666667,125,4.5,45.1140766250538,2.0,4.5,5858,26.184,10,4.5,42.7480916030534,2.0,0.0
535917389,"Azrael","Gac6UuNHTbmGBioB-3E5rw","CAPTAINTARPALS","Character","Light",7,85,13,29496,1,0,1,0,0,1,0,False,7,1,0,0,0,6,6,84,5,56,55,55,"57+53",False,False,False,False,False,False,65610,79644,257,163.5,78.195,69.62,30.0,0.0,8094,85.2916666666667,139,0.0,65.0205761316872,2.0,0.0,6244,31.5,0,0.0,54.1531823085221,2.0,0.0
535917389,"Azrael","XLa9JxLLQEOJtpeGA30gXQ","L3_37","Character","Light",7,85,13,27664,1,0,0,0,0,0,0,False,6,4,2,1,0,6,6,99,5,56,56,56,"55+55+55",False,False,False,False,False,False,80412,108474,216,150.0,43.465,52.426,20.25,0.0,5418,57.6723333333333,48,0.0,64.7497926458391,2.0,0.0,4395,21.7556666666667,0,0.0,48.8977955911824,2.0,0.0
535917389,"Azrael","lS96iMJhTkSiJ67KKDdF6g","DROIDEKA","Character","Dark",7,85,13,29340,1,0,1,1,0,0,0,False,7,2,0,0,0,6,4,26,48,56,48,48,"48+53",False,False,False,False,False,False,58607,72783,129,150.0,43.0,47.64,25.0,9000.0,10152,93.532,308,13.5,56.3804310639754,2.0,0.0,7685,31.3236666666667,90,13.5,37.530622243998,2.0,0.0
535917389,"Azrael","Vhs8TtgyQX2dd-gdFIOTjw","EWOKSCOUT","Character","Light",7,85,12,16797,0,0,0,0,0,0,0,False,0,1,0,0,0,6,0,51,5,56,18,16,"53+53",False,False,False,False,False,False,16436,40054,191,186.0,33.972,57.676,10.0,0.0,3035,68.486,26,0.0,30.1369863013699,2.0,0.0,1960,39.8193333333333,0,0.0,19.5583596214511,2.0,0.0
535917389,"Azrael","pnUTTGGOT7eEarSd_hsFag","K2SO","Character","Light",7,85,13,29479,1,0,0,0,0,0,0,False,7,5,3,1,0,6,6,108,5,55,55,16,"18+18+18",False,False,False,False,False,False,84600,65861,257,192.0,50.678,131.412,31.75,0.0,5813,45.2143333333333,106,0.0,65.587044534413,2.0,0.0,5422,16.6726666666667,0,0.0,50.8291554184342,2.0,0.0
535917389,"Azrael","rABGTvO5TDy86OGkjibSLg","NIGHTSISTERACOLYTE","Character","Dark",7,85,13,18769,0,0,0,0,0,0,0,False,1,1,1,0,0,6,0,57,5,56,48,56,"53+16",False,False,False,False,False,False,34150,57034,224,180.0,32.355,46.292,0.0,0.0,3935,41.1403333333333,170,1.5,25.3075571177504,2.0,0.0,6847,44.2653333333333,155,1.5,27.2675413576726,2.0,0.0
535917389,"Azrael","7d-B4tMYSam5EaHpuS4F6A","SITHTROOPER","Character","Dark",7,85,13,28776,0,0,0,0,0,0,0,False,8,3,2,1,0,6,6,66,56,56,56,56,"49+49+49",False,False,False,False,False,False,67793,132096,181,150.0,53.765,45.154,29.0,0.0,5555,67.588,59,0.0,74.9754661432777,2.0,0.0,5422,24.463,0,0.0,66.9089021541656,2.0,0.0
535917389,"Azrael","BA7whX47RkSBgjYVGWEnLw","50RT","Character","Light",7,85,13,32526,2,1,1,0,0,0,1,False,7,3,1,0,0,6,6,96,5,56,55,16,"53+57",False,False,False,False,False,False,74306,88610,276,205.5,40.43,69.123,35.0,0.0,5106,89.852,128,0.0,60.9015639374425,17.75,0.0,4777,34.352,0,0.0,43.956043956044,17.75,0.0
535917389,"Azrael","WEc57i7gQSGCQiIoKxftgQ","BADBATCHHUNTER","Character","Light",7,85,13,25768,1,1,0,0,0,0,0,False,5,3,2,0,0,6,2,80,5,56,49,53,"16+53",False,False,False,False,False,False,59854,68092,218,180.0,40.926,42.258,45.0,5000.0,5569,87.5,334,7.5,56.3505648750428,2.0,0.0,5968,35.0,77,7.5,39.9434762129063,2.0,0.0
535917389,"Azrael","Qhag3KjaSQupom9Wj7EGmw","IG86SENTINELDROID","Character","Dark",7,85,9,13575,0,0,0,0,0,0,0,False,0,0,0,0,0,6,0,9,56,56,56,53,"16+53",False,False,False,False,False,False,13040,25201,125,180.0,30.368,28.805,0.0,0.0,2071,58.7246666666667,32,0.0,26.1725535610886,2.0,0.0,1547,34.2663333333333,0,0.0,13.7931034482759,2.0,0.0
535917389,"Azrael","s6hVznwVTdqw_42LZu44Cw","SITHMARAUDER","Character","Dark",7,85,13,26515,0,0,0,0,0,0,0,False,7,4,3,0,0,6,6,103,5,56,56,16,"16+53",False,False,False,False,False,False,55239,68955,265,222.0,46.903,49.52,20.0,9000.0,7689,90.5313333333334,180,13.5,53.1422271223815,2.0,0.0,6944,37.6146666666667,90,13.5,30.4418985270049,2.0,0.0
535917389,"Azrael","u0m_RvghTOu0OJkaassINg","REYJEDITRAINING","Character","Light",7,85,13,35572,3,1,0,0,0,0,0,False,7,3,2,1,0,6,6,79,5,56,56,16,"16+53",False,False,False,False,False,False,63164,87221,239,222.0,42.568,56.703,25.0,0.0,5886,92.4533333333333,164,0.0,59.639126305793,17.75,0.0,5476,28.4533333333333,0,0.0,34.1765616933402,17.75,0.0
535917389,"Azrael","SOMWMdXbRZqyaLhkUV0eHg","C3POCHEWBACCA","Character","Light",7,85,13,29512,1,0,0,0,0,0,0,False,7,3,2,0,0,6,6,74,5,56,48,16,"53+16",False,False,False,False,False,False,74429,56721,242,222.0,49.123,65.245,35.0,9000.0,9331,77.458,128,13.5,54.8672566371681,2.0,0.0,6802,36.583,90,13.5,37.4693477194703,2.0,0.0
535917389,"Azrael","955PB1EAQwC1yayhVMHx-A","KRRSANTAN","Character","Dark",7,85,13,36013,1,0,1,0,1,0,0,False,9,5,3,1,1,6,6,121,5,55,55,55,"49+49+49",False,False,False,False,False,False,125407,106924,286,150.0,77.909,70.551,50.5,0.0,6298,72.0593333333334,50,0.0,77.8376499217799,2.0,0.0,5129,30.976,0,0.0,61.7002102733554,2.0,0.0
535917389,"Azrael","0fziMDl3RWCtdagJwBpmXw","BATCHERS3","Character","Light",7,85,13,31662,1,0,1,1,0,0,0,False,8,3,1,0,0,6,6,102,5,56,48,16,"57+53",False,False,False,False,False,False,76584,92857,286,192.0,136.0,48.542,35.0,12000.0,9052,65.2666666666667,123,18.0,66.5968037725963,2.0,0.0,8269,22.975,130,18.0,51.7958412098299,2.0,0.0
535917389,"Azrael","bD33CI6OR8iKDoYAzvjDog","KYLOREN","Character","Dark",7,85,13,29562,1,0,0,0,0,0,0,False,7,3,2,1,0,6,6,84,5,56,56,48,"48+18",False,False,False,False,False,False,61529,72663,232,150.0,55.77,84.379,20.0,9000.0,8592,72.297,278,13.5,52.4431182394629,2.0,0.0,7818,20.5886666666667,90,13.5,43.7086092715232,2.0,0.0
535917389,"Azrael","9XEMwFddS1C6TAx9dupakg","DENGAR","Character","Dark",7,85,13,31081,1,0,0,0,0,0,0,False,7,3,0,0,0,6,6,76,5,56,55,16,"16+53",False,False,False,False,False,False,64216,56083,205,222.0,55.909,61.046,15.0,9000.0,7845,91.0353333333334,210,13.5,59.7918637653737,2.0,0.0,6196,40.327,90,13.5,41.4331649058337,2.0,0.0
535917389,"Azrael","dCF-36TxRpWN2lEba2kZxQ","KIADIMUNDI","Character","Light",7,85,13,28366,1,0,0,0,0,0,0,False,6,5,2,0,0,6,6,104,5,55,56,16,"53+16",False,False,False,False,False,False,71160,66013,258,222.0,63.753,49.906,30.0,7000.0,7331,69.247,188,10.5,57.2291177457229,2.0,0.0,5329,31.6636666666667,70,10.5,40.8901251738526,2.0,0.0
535917389,"Azrael","6jUYKL12TmqWpsQ-eK_1HQ","GUNGANPHALANX","Character","Light",7,85,13,29479,1,0,0,0,0,0,0,False,7,5,3,0,0,6,6,80,55,55,56,55,"55+55+18",False,False,False,False,False,False,106218,77758,239,150.0,121.988,99.144,36.75,0.0,5668,58.09,30,0.0,70.9368589012993,2.0,0.0,4937,22.965,10,0.0,51.6129032258064,2.0,0.0
535917389,"Azrael","owXn0aPGRkqwgRP4zCC4XQ","BOKATAN","Character","Light",7,85,13,26031,1,0,0,0,0,0,0,False,5,4,3,1,0,6,6,99,5,56,17,16,"16+55",False,False,False,False,False,False,56627,46924,251,229.5,98.0,87.458,40.0,0.0,6486,68.709,307,0.0,51.0932105868815,2.0,0.0,4284,18.709,0,0.0,28.9693593314763,2.0,0.0
535917389,"Azrael","JxndRCV-SkWFQ4STDzEsIQ","MAGNAGUARD","Character","Dark",7,85,13,29347,1,0,0,0,0,0,0,False,7,1,0,0,0,6,6,61,5,56,18,56,"18+18+18",False,False,False,False,False,False,67711,112192,180,150.0,60.815,141.554,26.75,0.0,5534,53.519,84,0.0,64.4747840624129,2.0,0.0,4864,15.1856666666667,10,0.0,46.0887949260042,2.0,0.0
535917389,"Azrael","vbRXpsFGQWKXJcKGd72Kng","MANDALORBOKATAN","Character","Light",7,85,13,34578,3,1,3,0,3,0,0,False,7,4,3,2,1,6,6,113,5,56,48,48,"48+53",False,False,False,False,False,False,57486,39754,260,163.5,39.383,99.622,5.0,0.0,9924,96.8836666666667,98,0.0,66.4738364449119,2.0,0.0,7529,38.217,0,0.0,50.2536090518923,2.0,0.0
535917389,"Azrael","s4cj_6TdT0aZIFeR0TpShA","FIFTHBROTHER","Character","Dark",7,85,13,31003,1,0,0,0,0,0,0,False,7,4,3,1,0,6,6,107,5,56,17,48,"49+49+49",False,False,False,False,False,False,69499,93778,293,150.0,75.762,59.788,26.75,9000.0,5832,63.7876666666667,48,13.5,71.0161400318254,2.0,0.0,6220,31.2043333333333,150,13.5,62.0422744864543,2.0,0.0
535917389,"Azrael","5US7zBPeRECDJEvsHn1kAg","RANGETROOPER","Character","Dark",7,85,13,22984,0,0,0,0,0,0,0,False,5,2,1,0,0,6,6,38,56,56,56,16,"48+18",False,False,False,False,False,False,54190,80861,185,192.0,49.264,62.0,18.75,5000.0,5937,59.3976666666667,219,7.5,56.7062818336163,2.0,0.0,5183,14.2726666666667,65,7.5,36.4723467862481,2.0,0.0
535917389,"Azrael","ftigeIqCQOO0jKT-0XEKKw","QUIGONJINN","Character","Light",7,85,13,31855,1,1,1,0,1,0,0,False,8,3,2,1,0,6,6,90,55,56,48,16,"57+53",False,False,False,False,False,False,61062,42475,255,192.0,85.0,62.845,15.0,0.0,6994,60.8266666666667,165,18.0,46.8528553563985,2.0,18.0,11425,43.16,242,18.0,41.9663177059627,2.0,0.0
535917389,"Azrael","NMmRJGarRdKIiN4CpEx5Mg","ROYALGUARD","Character","Dark",7,85,13,28777,1,0,0,0,0,0,0,False,7,5,4,2,0,6,6,89,49,55,55,55,"55+55+55",False,False,False,False,False,False,117178,73923,219,150.0,47.983,49.0,21.75,0.0,4960,55.5803333333333,34,0.0,69.2103356677131,2.0,0.0,4866,26.0386666666667,0,0.0,62.4668825434207,2.0,0.0
535917389,"Azrael","hJA2phneTl6cauAgaslR9g","GEONOSIANSPY","Character","Dark",7,85,13,23757,0,0,0,0,0,0,0,False,5,4,3,0,0,6,5,97,5,56,56,53,"16+53",False,False,False,False,False,False,49576,37323,244,187.5,50.43,57.91,10.0,0.0,6254,112.628666666667,189,0.0,49.5449149188761,2.0,0.0,4289,60.712,0,0.0,35.5083459787557,2.0,0.0
535917389,"Azrael","H8J6m8A3Suqcj1x7horXiQ","BASTILASHAN","Character","Light",7,85,13,31197,1,1,0,0,0,0,0,False,7,4,2,1,1,6,6,118,5,56,56,48,"57+55",False,False,False,False,False,False,78277,85484,258,150.0,25.823,41.783,35.0,0.0,5299,50.7136666666667,5,13.5,53.484129879606,2.0,13.5,8471,23.922,60,13.5,48.2758620689655,2.0,0.0
535917389,"Azrael","8o6lIW_aRpiOydA-KXKI0w","BT1","Character","Dark",7,85,13,31905,1,0,1,0,1,0,0,False,8,4,1,0,0,6,6,95,5,56,48,16,"53+48",False,False,False,False,False,False,66314,82806,271,192.0,54.472,68.869,55.0,12000.0,10806,84.1553333333333,234,18.0,63.7475120841626,2.0,0.0,9283,38.072,120,18.0,31.1183144246353,2.0,0.0
535917389,"Azrael","AAGbtSr7R3yoc1H5fOYqvw","JAWA","Character","Light",7,85,13,20845,0,0,0,0,0,0,0,False,3,3,0,0,0,6,4,66,5,56,48,53,"48+17",False,False,False,False,False,False,48383,51576,219,150.0,48.0,43.289,5.0,0.0,5446,71.3913333333333,70,4.5,43.5590969455511,2.0,0.0,7243,63.7663333333333,210,4.5,30.8193163320673,2.0,0.0
535917389,"Azrael","cmvnaKNmSHmPJ5t1O85N5A","QIRA","Character","Light",7,85,12,20850,1,0,0,0,0,0,0,False,0,0,0,0,0,6,3,59,5,56,56,16,"57+53",False,False,False,False,False,False,24240,54657,201,192.0,30.857,64.645,15.0,0.0,2792,52.859,40,0.0,35.4430379746835,2.0,0.0,1740,23.859,0,0.0,19.2526915769474,2.0,0.0
535917389,"Azrael","Ego6w7SRTHCht7IBpux1xQ","POE","Character","Light",7,85,13,23317,0,0,0,0,0,0,0,False,5,0,0,0,0,6,1,58,5,55,56,48,"57+17",False,False,False,False,False,False,59056,61246,228,150.0,75.885,48.724,15.0,0.0,4186,60.3466666666667,92,0.0,54.2518837459634,10.75,0.0,4501,19.0966666666667,5,0.0,49.7833792831824,10.75,0.0
535917389,"Azrael","XOzZhWx4R3uRFVS5_c643Q","BADBATCHOMEGA","Character","Light",7,85,13,27858,2,0,0,0,0,0,0,False,5,0,0,0,0,6,0,60,5,56,17,53,"16+53",False,False,False,False,False,False,47648,81994,210,187.5,50.7,72.183,10.0,0.0,5964,98.9883333333333,413,0.0,55.8976132826012,2.0,0.0,5694,46.0716666666667,60,0.0,37.6528117359413,2.0,0.0
535917389,"Azrael","grinHLGfTLemrO7UrmmtUQ","MERRIN","Character","Dark",7,85,13,34758,2,0,1,0,1,0,0,False,8,4,3,2,0,6,6,117,5,56,56,53,"55+55+55",False,False,False,False,False,False,84800,66601,268,150.0,106.0,138.369,10.0,0.0,6318,67.742,40,18.0,57.7394763009612,2.0,18.0,10372,45.2003333333333,130,18.0,43.2071269487751,2.0,0.0
535917389,"Azrael","-QkHS3_cSsOJZO6BtSu-Kw","EIGHTHBROTHER","Character","Dark",7,85,13,30987,1,0,0,0,0,0,0,False,7,5,4,2,1,6,6,126,5,55,48,16,"16+53",False,False,False,False,False,False,65009,62438,312,235.5,49.268,81.162,15.0,0.0,8120,96.774,99,0.0,58.9636305117477,2.0,0.0,6277,39.524,0,0.0,44.637429439861,2.0,0.0
535917389,"Azrael","3OfqiOffSZmPQxWIwxw6qA","TALIA","Character","Dark",7,85,13,26929,0,0,0,0,0,0,0,False,7,3,0,0,0,6,5,57,48,56,56,16,"57+55",False,False,False,False,False,False,82142,61889,192,192.0,44.665,47.146,10.0,0.0,5216,62.6286666666667,40,0.0,49.8229043683589,2.0,13.5,8602,47.0453333333333,130,0.0,49.142401276426,2.0,0.0
535917389,"Azrael","GApyf9SfSCWBERM7ixp97g","ADMIRALRADDUS","Character","Light",7,85,13,37297,2,0,1,0,1,0,0,False,9,3,1,0,0,6,6,101,5,55,55,55,"57+55",False,False,False,False,False,False,120766,79945,295,150.0,43.914,140.449,20.0,0.0,6256,55.8713333333333,26,21.0,63.0969609261939,2.0,21.0,10457,25.2463333333333,10,21.0,56.4400409976085,2.0,0.0
535917389,"Azrael","5fD-ajhzToSxIhn8N28nFw","NIGHTTROOPER","Character","Dark",7,85,13,36624,2,0,1,0,1,0,0,False,9,6,4,2,1,6,6,110,48,56,48,56,"48+53",False,False,False,False,False,False,88321,113817,287,150.0,78.621,55.766,30.0,14000.0,10394,72.452,128,21.0,55.5284269271015,2.0,0.0,9132,23.702,140,21.0,42.489851150203,2.0,0.0
535917389,"Azrael","zZF7r1zTSuquzpAmqzZt1w","NIGHTSISTERZOMBIE","Character","Dark",7,85,13,29593,0,0,0,0,0,0,0,False,8,2,0,0,0,6,6,74,5,55,55,56,"57+49",False,False,False,False,False,False,94467,88185,214,150.0,48.0,58.946,24.0,0.0,5540,61.8673333333333,61,0.0,72.1311475409836,2.0,0.0,5445,20.159,0,0.0,56.6178972439605,2.0,0.0
535917389,"Azrael","vPPMryGZR9q9REXbGps2TQ","STAP","Character","Dark",7,85,10,12606,0,0,0,0,0,0,0,False,0,1,0,0,0,6,0,56,5,55,48,16,"16+53",False,False,False,False,False,False,19858,31231,226,216.0,9.335,54.413,5.0,0.0,2505,44.0583333333333,37,0.0,26.5129682997118,2.0,0.0,1682,21.1,0,0.0,13.2062627637849,2.0,0.0
535917389,"Azrael","Yl-WfeU4QaK0zyqNvQq9lA","SCARIFREBEL","Character","Light",7,85,13,22743,0,0,0,0,0,0,0,False,5,2,1,0,0,6,1,50,49,55,56,56,"49+49+49",False,False,False,False,False,False,65203,94965,191,150.0,50.0,55.503,33.75,0.0,4284,43.872,34,0.0,73.953013278856,2.0,0.0,4035,21.5803333333333,0,0.0,71.042471042471,2.0,0.0
535917389,"Azrael","PLSPqWZOSIuqnXDB4kHcgA","GRANDADMIRALTHRAWN","Character","Dark",7,85,13,32476,2,1,0,0,0,0,0,False,7,3,0,0,0,6,6,92,5,56,56,16,"57+53",False,False,False,False,False,False,51022,72222,262,192.0,39.563,66.444,15.0,0.0,5462,67.7263333333333,5,13.5,54.7390841320554,2.0,13.5,9136,55.0596666666667,230,13.5,46.1798227100042,2.0,0.0
535917389,"Azrael","OBUe8QlKR5WqIeOKltlzNw","IMPERIALPROBEDROID","Character","Dark",7,85,13,25773,1,0,0,0,0,0,0,False,5,2,0,0,0,6,3,48,55,55,55,16,"57+55",False,False,False,False,False,False,73811,46563,200,186.0,56.169,63.869,0.0,0.0,4201,36.3346666666667,255,7.5,54.3501611170784,2.0,7.5,6554,18.4596666666667,22,7.5,51.7228322605074,2.0,0.0
535917389,"Azrael","m1UMDCbPTMWn-C2O5YQHUg","SABINEWRENS3","Character","Light",7,85,13,26146,1,0,0,0,0,0,0,False,5,4,2,0,0,6,6,86,5,55,48,55,"16+53",False,False,False,False,False,False,64896,41405,257,187.5,52.055,61.565,15.0,0.0,6989,89.099,127,0.0,55.5594283722551,2.0,0.0,5144,34.224,0,0.0,39.0243902439024,2.0,0.0
535917389,"Azrael","ALkESnNmRKKrorLPHU7kZQ","PAPLOO","Character","Light",7,85,12,18303,0,0,0,0,0,0,0,False,0,0,0,0,0,6,1,16,56,56,56,56,"49+49+49",True,True,True,True,False,False,37579,82872,130,150.0,46.071,46.135,20.0,0.0,3232,41.0883333333333,80,0.0,58.9371980676328,2.0,0.0,2394,20.255,0,0.0,39.7732640529051,2.0,0.0
535917389,"Azrael","rjum7YUKQkWvQ4x3ufoKMg","YOUNGHAN","Character","Light",7,85,12,17074,0,0,0,0,0,0,0,False,0,0,0,0,0,6,0,15,56,55,55,49,"48",False,False,False,False,False,False,20829,37054,140,150.0,41.319,37.267,10.0,0.0,3237,42.329,117,0.0,31.1926605504587,2.0,0.0,2203,12.829,0,0.0,18.426103646833,2.0,0.0
